Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-20 09:30:00-04:00,198.23500061035156,200.94000244140625,197.52999877929688,198.67999267578125,26036367,0.0,0.0
2025-06-20 10:30:00-04:00,198.69000244140625,198.69000244140625,196.85960388183594,197.6699981689453,6560590,0.0,0.0
2025-06-20 11:30:00-04:00,197.7100067138672,198.86000061035156,197.6999969482422,198.49000549316406,4287672,0.0,0.0
2025-06-20 12:30:00-04:00,198.49000549316406,199.3699951171875,198.27000427246094,198.32000732421875,4286863,0.0,0.0
2025-06-20 13:30:00-04:00,198.32000732421875,200.19000244140625,198.07000732421875,199.80999755859375,5317209,0.0,0.0
2025-06-20 14:30:00-04:00,199.82000732421875,200.33670043945312,199.60009765625,199.92999267578125,7927637,0.0,0.0
2025-06-20 15:30:00-04:00,199.9199981689453,201.6999969482422,199.77000427246094,200.94000244140625,10755124,0.0,0.0
2025-06-23 09:30:00-04:00,201.53199768066406,202.3000030517578,199.94000244140625,201.37179565429688,12829209,0.0,0.0
2025-06-23 10:30:00-04:00,201.3800048828125,201.58999633789062,200.22500610351562,200.52999877929688,5321162,0.0,0.0
2025-06-23 11:30:00-04:00,200.3300018310547,200.52000427246094,199.50999450683594,200.1396026611328,4993482,0.0,0.0
2025-06-23 12:30:00-04:00,200.13999938964844,201.52000427246094,198.9600067138672,201.43899536132812,4894801,0.0,0.0
2025-06-23 13:30:00-04:00,201.4600067138672,202.24000549316406,201.0800018310547,201.69000244140625,6635454,0.0,0.0
2025-06-23 14:30:00-04:00,201.6699981689453,201.8968048095703,201.0507049560547,201.36019897460938,4184558,0.0,0.0
2025-06-23 15:30:00-04:00,201.35000610351562,201.83999633789062,201.13499450683594,201.5500030517578,3965279,0.0,0.0
2025-06-24 09:30:00-04:00,201.60000610351562,202.6699981689453,200.1999969482422,200.9822998046875,12508328,0.0,0.0
2025-06-24 10:30:00-04:00,200.99000549316406,201.5800018310547,200.7404022216797,201.3800048828125,4685578,0.0,0.0
2025-06-24 11:30:00-04:00,201.4600067138672,202.56500244140625,201.24000549316406,202.4499969482422,4724128,0.0,0.0
2025-06-24 12:30:00-04:00,202.45150756835938,203.44000244140625,201.94000244140625,201.9600067138672,6930517,0.0,0.0
2025-06-24 13:30:00-04:00,201.9600067138672,202.3300018310547,201.30999755859375,201.57000732421875,4599071,0.0,0.0
2025-06-24 14:30:00-04:00,201.5800018310547,202.01499938964844,201.30499267578125,201.52999877929688,5015277,0.0,0.0
2025-06-24 15:30:00-04:00,201.53500366210938,201.5998992919922,200.27000427246094,200.2899932861328,7488205,0.0,0.0
2025-06-25 09:30:00-04:00,201.4199981689453,203.66000366210938,201.1999969482422,202.44000244140625,10894360,0.0,0.0
2025-06-25 10:30:00-04:00,202.44000244140625,203.1750030517578,201.99000549316406,202.10000610351562,5914874,0.0,0.0
2025-06-25 11:30:00-04:00,202.10499572753906,202.1699981689453,201.39999389648438,201.8699951171875,3571019,0.0,0.0
2025-06-25 12:30:00-04:00,201.8800048828125,202.17970275878906,201.08999633789062,201.13999938964844,2830902,0.0,0.0
2025-06-25 13:30:00-04:00,201.13999938964844,201.27999877929688,200.62010192871094,201.01539611816406,3158873,0.0,0.0
2025-06-25 14:30:00-04:00,201.02000427246094,201.5,200.9499969482422,201.15980529785156,3073812,0.0,0.0
2025-06-25 15:30:00-04:00,201.13999938964844,201.6199951171875,200.88499450683594,201.60000610351562,4058748,0.0,0.0
2025-06-26 09:30:00-04:00,202.35000610351562,202.61500549316406,199.64999389648438,199.75,11861101,0.0,0.0
2025-06-26 10:30:00-04:00,199.74000549316406,200.50999450683594,199.6199951171875,199.69000244140625,6026822,0.0,0.0
2025-06-26 11:30:00-04:00,199.7100067138672,200.7899932861328,199.4600067138672,200.122802734375,4778323,0.0,0.0
2025-06-26 12:30:00-04:00,200.13780212402344,200.27000427246094,199.63499450683594,200.24000549316406,4568502,0.0,0.0
2025-06-26 13:30:00-04:00,200.25,201.36000061035156,199.97500610351562,200.97999572753906,5027751,0.0,0.0
2025-06-26 14:30:00-04:00,200.99000549316406,201.17869567871094,200.75,201.1750030517578,3971689,0.0,0.0
2025-06-26 15:30:00-04:00,201.17520141601562,201.55999755859375,200.7899932861328,200.94000244140625,5945620,0.0,0.0
2025-06-27 09:30:00-04:00,201.89500427246094,203.22000122070312,201.25999450683594,201.58009338378906,11392916,0.0,0.0
2025-06-27 10:30:00-04:00,201.58999633789062,201.9501953125,200.85499572753906,201.38180541992188,6069609,0.0,0.0
2025-06-27 11:30:00-04:00,201.39999389648438,202.0500030517578,201.38999938964844,201.99000549316406,4142671,0.0,0.0
2025-06-27 12:30:00-04:00,201.99000549316406,202.6999969482422,201.72999572753906,202.0800018310547,4499910,0.0,0.0
2025-06-27 13:30:00-04:00,202.0800018310547,202.11000061035156,200.92999267578125,201.44000244140625,5147746,0.0,0.0
2025-06-27 14:30:00-04:00,201.4499969482422,201.52000427246094,200.7899932861328,201.125,5338193,0.0,0.0
2025-06-27 15:30:00-04:00,201.1300048828125,201.27000427246094,200.22000122070312,201.10000610351562,6326536,0.0,0.0
2025-06-30 09:30:00-04:00,202.00999450683594,202.19000244140625,200.35240173339844,201.00990295410156,9942898,0.0,0.0
2025-06-30 10:30:00-04:00,201.0050048828125,201.32000732421875,199.59010314941406,199.97000122070312,7348749,0.0,0.0
2025-06-30 11:30:00-04:00,199.98919677734375,200.4199981689453,199.8000030517578,200.3249969482422,4709275,0.0,0.0
2025-06-30 12:30:00-04:00,200.30999755859375,200.47999572753906,199.84500122070312,200.15499877929688,4227066,0.0,0.0
2025-06-30 13:30:00-04:00,200.15499877929688,200.8300018310547,199.89999389648438,200.69500732421875,3674697,0.0,0.0
2025-06-30 14:30:00-04:00,200.69509887695312,207.08999633789062,199.2606964111328,206.58560180664062,26910135,0.0,0.0
2025-06-30 15:30:00-04:00,206.5500030517578,207.38999938964844,205.0500030517578,205.1199951171875,13956446,0.0,0.0
2025-07-01 09:30:00-04:00,206.6649932861328,209.8300018310547,206.14010620117188,209.54010009765625,26727051,0.0,0.0
2025-07-01 10:30:00-04:00,209.5500946044922,210.18649291992188,207.47000122070312,207.9499969482422,15475523,0.0,0.0
2025-07-01 11:30:00-04:00,207.9600067138672,208.18499755859375,206.7899932861328,207.875,7412772,0.0,0.0
2025-07-01 12:30:00-04:00,207.8699951171875,208.52999877929688,207.10000610351562,208.1103057861328,6007346,0.0,0.0
2025-07-01 13:30:00-04:00,208.1199951171875,208.4199981689453,207.61000061035156,208.2100067138672,4747947,0.0,0.0
2025-07-01 14:30:00-04:00,208.2100067138672,208.42990112304688,207.375,208.19000244140625,5033918,0.0,0.0
2025-07-01 15:30:00-04:00,208.18499755859375,208.22999572753906,207.51499938964844,207.86000061035156,5286012,0.0,0.0
2025-07-02 09:30:00-04:00,209.0800018310547,213.33999633789062,208.2760009765625,212.3000030517578,24809075,0.0,0.0
2025-07-02 10:30:00-04:00,212.27999877929688,212.85000610351562,211.4199981689453,211.47500610351562,8338925,0.0,0.0
2025-07-02 11:30:00-04:00,211.49000549316406,212.00999450683594,210.86000061035156,210.92030334472656,6059046,0.0,0.0
2025-07-02 12:30:00-04:00,210.9199981689453,211.3300018310547,210.22000122070312,210.81809997558594,5032781,0.0,0.0
2025-07-02 13:30:00-04:00,210.80999755859375,211.77000427246094,210.74000549316406,211.58999633789062,3704293,0.0,0.0
2025-07-02 14:30:00-04:00,211.5749969482422,212.9600067138672,211.3699951171875,211.88999938964844,7090087,0.0,0.0
2025-07-02 15:30:00-04:00,212.0500030517578,212.75,211.9499969482422,212.41000366210938,6193408,0.0,0.0
2025-07-03 09:30:00-04:00,212.14500427246094,213.85989379882812,211.8101043701172,213.73500061035156,11914855,0.0,0.0
2025-07-03 10:30:00-04:00,213.74000549316406,214.4600067138672,213.0399932861328,213.8800048828125,8989319,0.0,0.0
2025-07-03 11:30:00-04:00,213.889892578125,214.64999389648438,213.6699981689453,214.10000610351562,5268462,0.0,0.0
2025-07-07 09:30:00-04:00,212.67999267578125,216.22999572753906,211.80999755859375,212.36000061035156,13506133,0.0,0.0
2025-07-07 10:30:00-04:00,212.3699951171875,212.60000610351562,211.60000610351562,212.0399932861328,4497654,0.0,0.0
2025-07-07 11:30:00-04:00,212.1199951171875,212.1999969482422,210.3800048828125,210.8365020751953,4843940,0.0,0.0
2025-07-07 12:30:00-04:00,210.83900451660156,211.16990661621094,209.52000427246094,209.67039489746094,5039814,0.0,0.0
2025-07-07 13:30:00-04:00,209.6699981689453,210.5,208.91000366210938,208.94039916992188,4210639,0.0,0.0
2025-07-07 14:30:00-04:00,208.94000244140625,210.07000732421875,208.8000030517578,209.4499969482422,4388321,0.0,0.0
2025-07-07 15:30:00-04:00,209.4600067138672,210.25,209.19000244140625,209.94000244140625,4768433,0.0,0.0
2025-07-08 09:30:00-04:00,210.1300048828125,210.49000549316406,208.4499969482422,209.27999877929688,9381795,0.0,0.0
2025-07-08 10:30:00-04:00,209.28500366210938,211.42999267578125,209.25999450683594,209.87069702148438,5854284,0.0,0.0
2025-07-08 11:30:00-04:00,209.8800048828125,211.18499755859375,209.77999877929688,210.8300018310547,3759768,0.0,0.0
2025-07-08 12:30:00-04:00,210.83999633789062,210.88999938964844,209.5,209.8350067138672,3725509,0.0,0.0
2025-07-08 13:30:00-04:00,209.83999633789062,210.25999450683594,209.32000732421875,209.94500732421875,2881574,0.0,0.0
2025-07-08 14:30:00-04:00,209.9499969482422,210.0449981689453,209.40499877929688,209.60499572753906,2636682,0.0,0.0
2025-07-08 15:30:00-04:00,209.58999633789062,210.33999633789062,209.3000030517578,210.03500366210938,5121140,0.0,0.0
2025-07-09 09:30:00-04:00,209.52999877929688,210.89999389648438,209.35000610351562,209.91000366210938,8992949,0.0,0.0
2025-07-09 10:30:00-04:00,209.88999938964844,209.89999389648438,207.22000122070312,207.80499267578125,8309318,0.0,0.0
2025-07-09 11:30:00-04:00,207.80999755859375,208.22000122070312,207.26589965820312,207.8000030517578,4676493,0.0,0.0
2025-07-09 12:30:00-04:00,207.81039428710938,209.0449981689453,207.57139587402344,208.9156036376953,3964765,0.0,0.0
2025-07-09 13:30:00-04:00,208.9149932861328,209.97999572753906,208.72000122070312,209.7324981689453,4016622,0.0,0.0
2025-07-09 14:30:00-04:00,209.7449951171875,210.19000244140625,209.6199951171875,209.88999938964844,3710492,0.0,0.0
2025-07-09 15:30:00-04:00,209.8800048828125,211.3300018310547,209.72999572753906,211.11000061035156,6191235,0.0,0.0
2025-07-10 09:30:00-04:00,210.5050048828125,212.29989624023438,210.1199951171875,212.00999450683594,9591288,0.0,0.0
2025-07-10 10:30:00-04:00,212.02999877929688,213.47999572753906,211.89999389648438,212.97999572753906,8759012,0.0,0.0
2025-07-10 11:30:00-04:00,212.99000549316406,213.17999267578125,211.8300018310547,212.0800018310547,4598153,0.0,0.0
2025-07-10 12:30:00-04:00,212.07000732421875,212.77999877929688,211.85000610351562,212.6199951171875,3384939,0.0,0.0
2025-07-10 13:30:00-04:00,212.61000061035156,213.16000366210938,212.30999755859375,212.60000610351562,3025386,0.0,0.0
2025-07-10 14:30:00-04:00,212.5948944091797,213.4499969482422,212.57000732421875,212.5749969482422,3341074,0.0,0.0
2025-07-10 15:30:00-04:00,212.5800018310547,213.02000427246094,212.08999633789062,212.4199981689453,4470431,0.0,0.0
2025-07-11 09:30:00-04:00,210.56500244140625,212.1300048828125,209.86000061035156,211.7899932861328,8592173,0.0,0.0
2025-07-11 10:30:00-04:00,211.7899932861328,211.7899932861328,210.47999572753906,210.8249969482422,4031708,0.0,0.0
2025-07-11 11:30:00-04:00,210.8300018310547,211.2100067138672,210.46499633789062,210.63499450683594,3418923,0.0,0.0
2025-07-11 12:30:00-04:00,210.6199951171875,211.2899932861328,210.4499969482422,211.1649932861328,2805663,0.0,0.0
2025-07-11 13:30:00-04:00,211.15499877929688,211.65980529785156,210.97999572753906,211.40499877929688,2380669,0.0,0.0
2025-07-11 14:30:00-04:00,211.41000366210938,211.51699829101562,210.6199951171875,211.16000366210938,2371782,0.0,0.0
2025-07-11 15:30:00-04:00,211.1300048828125,211.39999389648438,211.029296875,211.0749969482422,4157903,0.0,0.0
2025-07-14 09:30:00-04:00,209.90899658203125,210.91000366210938,207.5399932861328,208.02999877929688,11410322,0.0,0.0
2025-07-14 10:30:00-04:00,208.02999877929688,208.89169311523438,207.8249969482422,208.76499938964844,4099030,0.0,0.0
2025-07-14 11:30:00-04:00,208.77000427246094,209.17999267578125,208.55999755859375,208.8406982421875,3442253,0.0,0.0
2025-07-14 12:30:00-04:00,208.85000610351562,209.3300018310547,208.76019287109375,209.0,2496708,0.0,0.0
2025-07-14 13:30:00-04:00,209.0133056640625,209.4499969482422,208.96080017089844,209.0,2387557,0.0,0.0
2025-07-14 14:30:00-04:00,209.0,209.4073028564453,208.87010192871094,209.1999053955078,3211653,0.0,0.0
2025-07-14 15:30:00-04:00,209.1699981689453,209.19000244140625,208.52000427246094,208.5399932861328,4180894,0.0,0.0
2025-07-15 09:30:00-04:00,209.14999389648438,211.1300048828125,208.9199981689453,210.1699981689453,9804649,0.0,0.0
2025-07-15 10:30:00-04:00,210.13999938964844,211.42999267578125,209.19769287109375,211.42999267578125,5300718,0.0,0.0
2025-07-15 11:30:00-04:00,211.42999267578125,211.88999938964844,210.36000061035156,210.67999267578125,4617922,0.0,0.0
2025-07-15 12:30:00-04:00,210.69500732421875,211.07000732421875,210.3800048828125,210.67269897460938,2111068,0.0,0.0
2025-07-15 13:30:00-04:00,210.68499755859375,211.6699981689453,210.66000366210938,211.375,2756121,0.0,0.0
2025-07-15 14:30:00-04:00,211.38890075683594,211.47999572753906,209.9600067138672,210.17999267578125,3943223,0.0,0.0
2025-07-15 15:30:00-04:00,210.2030029296875,210.2899932861328,208.99000549316406,209.00999450683594,3872873,0.0,0.0
2025-07-16 09:30:00-04:00,210.2899932861328,212.39999389648438,209.91050720214844,212.0850067138672,11863740,0.0,0.0
2025-07-16 10:30:00-04:00,212.11000061035156,212.1844940185547,209.2899932861328,210.1199951171875,6716190,0.0,0.0
2025-07-16 11:30:00-04:00,210.1488037109375,210.5,208.63999938964844,209.58999633789062,5283557,0.0,0.0
2025-07-16 12:30:00-04:00,209.60000610351562,210.947998046875,209.3699951171875,210.35000610351562,2958239,0.0,0.0
2025-07-16 13:30:00-04:00,210.33999633789062,210.63189697265625,209.87100219726562,210.0384979248047,2325549,0.0,0.0
2025-07-16 14:30:00-04:00,210.0399932861328,210.58509826660156,210.0399932861328,210.3249969482422,2064165,0.0,0.0
2025-07-16 15:30:00-04:00,210.32000732421875,210.6365966796875,209.97000122070312,210.22000122070312,4310071,0.0,0.0
2025-07-17 09:30:00-04:00,210.625,211.00999450683594,209.58999633789062,209.9499969482422,9963627,0.0,0.0
2025-07-17 10:30:00-04:00,209.94000244140625,210.8300018310547,209.77000427246094,210.44000244140625,4483480,0.0,0.0
2025-07-17 11:30:00-04:00,210.4499969482422,211.4499969482422,210.10499572753906,211.38999938964844,5714933,0.0,0.0
2025-07-17 12:30:00-04:00,211.38890075683594,211.50999450683594,210.7899932861328,210.9550018310547,3852173,0.0,0.0
2025-07-17 13:30:00-04:00,210.9499969482422,211.8000030517578,210.9001007080078,211.27999877929688,5287499,0.0,0.0
2025-07-17 14:30:00-04:00,211.27999877929688,211.27999877929688,210.77999877929688,210.9949951171875,4445454,0.0,0.0
2025-07-17 15:30:00-04:00,210.99989318847656,211.0500030517578,209.74000549316406,210.06100463867188,7016080,0.0,0.0
2025-07-18 09:30:00-04:00,210.7550048828125,211.00999450683594,209.70449829101562,209.9542999267578,15729684,0.0,0.0
2025-07-18 10:30:00-04:00,209.9600067138672,211.00999450683594,209.77000427246094,210.85000610351562,4957360,0.0,0.0
2025-07-18 11:30:00-04:00,210.85499572753906,211.1300048828125,210.67999267578125,211.00999450683594,3993353,0.0,0.0
2025-07-18 12:30:00-04:00,211.02000427246094,211.7899932861328,210.8800048828125,211.19000244140625,3840387,0.0,0.0
2025-07-18 13:30:00-04:00,211.17999267578125,211.5399932861328,210.75999450683594,210.93499755859375,3054294,0.0,0.0
2025-07-18 14:30:00-04:00,210.92999267578125,211.19500732421875,210.7899932861328,210.9499969482422,2639727,0.0,0.0
2025-07-18 15:30:00-04:00,210.94000244140625,211.34500122070312,210.8300018310547,211.22000122070312,4433304,0.0,0.0
